Transaction Name,Funding Type,Funding Stage,Money Raised,Announced Date,Organization Name,Organization Description,Organization Industries,Diversity Spotlight,Organization Location,Organization Website,Organization Revenue Range,Total Funding Amount,Funding Status,Number of Funding Rounds,Lead Investors,Number of Investors
Seed Round - X in a Box,Seed,Seed,"$9,999","Apr 23, 2020",X in a Box,Where education meets the real world - experiential learning for a prosperous future.,"Information Technology, Internet, Training","Women Founded, Women Led","Berkeley, California, United States, North America",www.xiab.org/,,"$9,999",Seed,1,—,—
Seed Round - Pallet,Seed,Seed,"$1,290,000","Apr 30, 2020",Pallet,Pallet is a social purpose corporation that builds equal opportunity access to housing and employment.,"CivicTech, Homeless Shelter, Social","Women Founded, Women Led","Seattle, Washington, United States, North America",www.palletshelter.com/,,"$19,066,737",Early Stage Venture,4,—,—
Seed Round - Addmi Inc - Point of Sale and Contactless ordering system,Seed,Seed,"$2,000,000","May 1, 2020",Addmi Inc - Point of Sale and Contactless ordering system,Helping Restaurants Increase Sales and Decrease Costs. Addmi inc is a FREE Point of sale with online ordering and delivery.,"Apps, Point of Sale, Restaurants, SaaS, Software",—,"Albuquerque, New Mexico, United States, North America",addmi.com,,"$2,626,583",Seed,2,—,—
Pre Seed Round - Prime Dash,Pre-Seed,Seed,"€450,000","May 1, 2020",Prime Dash,Prime Dash offers business financial software.,"Banking, Finance, Financial Services, FinTech, Machine Learning, Software",—,"Washington, District of Columbia, United States, North America",www.primedash.com,,"€650,000",Seed,4,—,—
Seed Round - Cobalt Fund Services,Seed,Seed,"$350,000","Apr 8, 2020",Cobalt Fund Services,Cobalt Fund Services is a fund administrator that provides back office solutions.,"Accounting, Finance, Financial Services",—,"Dallas, Texas, United States, North America",cobaltfundservices.com/,,"$350,000",Seed,1,—,—
Seed Round - Vehicle Software,Seed,Seed,"$2,500,000","Mar 27, 2020",Vehicle Software,Vehicle Software develops an infotainment platform to redefine the in-car experience.,"Automotive, Electric Vehicle, Software",—,"Palo Alto, California, United States, North America",vehicle.software/,,"$2,500,000",Seed,1,—,1
Pre Seed Round - Youvize,Pre-Seed,Seed,"$210,000","May 1, 2020",Youvize,Youvize is a marketplace platform for virtual on-demand services.,"Consulting, E-Commerce, Education, Information Services, Information Technology, Internet, Mobile",—,"Austin, Texas, United States, North America",www.youvize.com,,"$460,000",Seed,2,—,—
Seed Round - EvolutionIQ,Seed,Seed,"$1,885,000","Apr 28, 2020",EvolutionIQ,EvolutionIQ is an AI company that offers claims guidance solutions for insurance companies.,"Artificial Intelligence, Commercial Insurance, Fraud Detection, Insurance, InsurTech, Risk Management",—,"New York, New York, United States, North America",www.evolutioniq.com,,"$43,296,949",—,6,—,—
Pre Seed Round - Apiary Life,Pre-Seed,Seed,"$2,100,000","Apr 26, 2020",Apiary Life,Apiary Life is a crisis care coordination platform supporting employees.,Employee Benefits,—,"New York, New York, United States, North America",www.apiary.life,,"$2,100,000",Seed,1,—,—
Seed Round - Trulla,Seed,Seed,"$105,000","May 8, 2020",Trulla,Trulla is a cloud-based application built for the hospital pharmacy supply chain.,"Analytics, Pharmaceutical, Procurement, Software, Supply Chain Management",—,"Draper, Utah, United States, North America",www.trullarx.com/,,"$105,000",M&A,1,—,—
Seed Round - Lanez,Seed,Seed,"$34,000","Apr 1, 2020",Lanez,Lanez is a tech company working to transform the freight industry by eliminating the middleman between Shippers and Carriers.,"CRM, Information Technology",—,"Marietta, Georgia, United States, North America",lanez.com/,,"$54,000",Seed,2,—,—
Seed Round - PESTAN,Seed,Seed,"$100,000","May 1, 2020",PESTAN,PESTAN  produces polypropylene random products across the globe that require low-cost maintenance.,"Building Maintenance, Building Material, Manufacturing",—,"Reno, Nevada, United States, North America",www.pestanpipes.com/,,"$100,000",Seed,1,—,—
Seed Round - Viya,Seed,Seed,"$150,000","Mar 16, 2020",Viya,Viya provides fully-furnished room rentals for young professionals.,"Real Estate, Rental, Rental Property",—,"Mountain View, California, United States, North America",www.viyaliving.com/,,"$150,000",Seed,2,—,1
Seed Round - TrueNorth,Seed,Seed,"$3,000,000","Apr 7, 2020",TrueNorth,"TrueNorth offers software that helps truckers manage insurance, fuel, and maintenance.","Logistics, Software, Transportation","Women Founded, Women Led","San Francisco, California, United States, North America",www.truenorthfleet.com/,,"$62,100,000",Early Stage Venture,4,—,2
Pre Seed Round - Artifiqa,Pre-Seed,Seed,"$50,000","May 1, 2020",Artifiqa,Software development company,"Mobile Apps, Online Forums, Social Network, Software, Video Chat, Video Streaming",—,"San Francisco, California, United States, North America",artifiqa.com,,"$150,000",Seed,2,—,1
Seed Round - SVT Robotics,Seed,Seed,"$3,500,000","May 5, 2020",SVT Robotics,SVT Robotics is a warehouse automation software intended to become a bridge between businesses and automation.,"Information Technology, Logistics, Robotics, Software, Supply Chain Management",—,"Norfolk, Virginia, United States, North America",svtrobotics.com/,,"$30,600,000",Early Stage Venture,4,Cowboy Ventures,5
Pre Seed Round - Hemorai,Pre-Seed,Seed,"$35,000","Mar 31, 2020",Hemorai,Wearable for Continuous monitoring of blood loss levels.,"Health Care, Health Diagnostics, Medical, Medical Device, Wearables","Hispanic / Latine Founded, Hispanic / Latine Led","Austin, Texas, United States, North America",hemorai.com/,,"$170,000",Seed,2,Boomtown Accelerators,2
Pre Seed Round - Power Global,Pre-Seed,Seed,"$400,000","May 1, 2020",Power Global,"Enabling efficient, reliable, cost competitive, and industry leading electrification for global markets","Battery, Clean Energy, Electric Vehicle, Electrical Distribution, Energy, Energy Management, Energy Storage, Service Industry, Subscription Service, Transportation",American Indian / Alaska Native Founded,"Pasadena, California, United States, North America",www.POWER.GLOBAL,,"$5,050,000",Seed,3,—,—
Seed Round - VBit DC,Seed,Seed,"$1,100,000","May 6, 2020",VBit DC,VBit DC is a hosting hardware mining company.,Hardware,—,"Philadelphia, Pennsylvania, United States, North America",vbitdc.com,,"$1,100,000",Seed,1,Golden Age,1
Seed Round - Freshpaint,Seed,Seed,"$150,000","Mar 16, 2020",Freshpaint,Freshpaint is a data platform that facilitates marketing by collecting customer data.,"Analytics, Data Mining, Information Services, Marketing, Software",—,"San Francisco, California, United States, North America",freshpaint.io,,"$14,650,000",Early Stage Venture,5,—,3
Seed Round - Beachy,Seed,Seed,"$2,000,000","Apr 1, 2020",Beachy,"Software to improve the guest experience & increase revenue by up to 61% at resort beach, pool, golf course and banquet venues","Hospitality, Logistics, Mapping Services, Mobile Payments, Point of Sale, SaaS, Travel",—,"Miramar Beach, Florida, United States, North America",www.beachyapp.com/en,,"$15,340,350",—,6,—,—
Seed Round - Operator,Seed,Seed,"$150,000","Mar 16, 2020",Operator,Operator is a data platform that help developers to access data from the decentralized web.,"Blockchain, Cryptocurrency, Developer Tools",—,"New York, New York, United States, North America",operator.io,,"$150,000",Seed,3,Y Combinator,1
Seed Round - ENABLE,Seed,Seed,"$100,000","Apr 1, 2020",ENABLE,"Artist Incubation, Development, ANR, Music Distribution, Marketing, Artist Management, Talent Acquisition & Development.",Music,—,"Los Angeles, California, United States, North America",www.enabl.la,,"$4,100,000",Early Stage Venture,2,MEG INTERNATIONAL,1
Seed Round - Takeoffs.io,Seed,Seed,"$99,999","May 11, 2020",Takeoffs.io,Takeoffs. Automated Takeoff & Estimates.,"Information Technology, Software",—,"Denver, Colorado, United States, North America",takeoffs.io,,"$1,879,999",Seed,3,—,1
Pre Seed Round - Microgenesis,Pre-Seed,Seed,"$200,000","Mar 14, 2020",Microgenesis,Microgenesis offers a new fertility test and treatment that restores the fertility potential of women everywhere.,"Biotechnology, Fertility, Health Care, Health Diagnostics, Women's","Women Founded, Women Led","San Francisco, California, United States, North America",microgenesis.net,,"$2,250,000",Seed,4,—,1
Seed Round - Savvy,Seed,Seed,"$2,300,000","Mar 17, 2020",Savvy,Savvy is a healthcare payments company powering innovative benefits and insurance products,"FinTech, Health Care","South Asian Founded, South Asian Led","San Francisco, California, United States, North America",gosavvy.com/,,"$2,300,000",M&A,2,—,8
Pre Seed Round - Dope Coffee,Pre-Seed,Seed,"$117,000","Apr 10, 2020",Dope Coffee,Dope Coffee is a social and lifestyle brand that sells a premium coffee for an organic coffee brand.,"Coffee, Consumer Goods, E-Commerce, Lifestyle",—,"Decatur, Georgia, United States, North America",www.realdope.coffee,,"$724,000",Seed,4,—,—
Seed Round - Direct Allergy,Seed,Seed,"$150,000","Apr 11, 2020",Direct Allergy,Direct Allergy is a medical service organization that provides physicians with an advanced allergy testing and treatment services.,"Health Care, Medical Device, Therapeutics",—,"Erie, Pennsylvania, United States, North America",directallergy.com,,"$680,000",Seed,4,—,—
Pre Seed Round - Auxxit,Pre-Seed,Seed,"$150,000","Apr 1, 2020",Auxxit,Auxxit is a next-generation digital marketplace platform that leverages the engaging experiences of real-time group chat and live streaming.,"E-Commerce, E-Commerce Platforms, Marketplace, Mobile Apps, Social Media","Hispanic / Latine Founded, Women Founded","Denver, Colorado, United States, North America",www.auxxit.com/,,"$1,240,000",—,5,—,—
Pre Seed Round - Park.Easy,Pre-Seed,Seed,"$250,000","May 1, 2020",Park.Easy,"Fully Autonomous Parking Payment and Analytics Platform (no apps, no gates, no cameras, no pay stations)","Automotive, Parking, Payments, Smart Cities, Software","Black / African American Founded, Black / African American Led","San Diego, California, United States, North America",parkeasyco.com/,,"$250,000",Seed,1,—,—
Seed Round - aiLegal,Seed,Seed,"$600,000","Apr 5, 2020",aiLegal,aiLegal is a collaborative legal drafting platform that develops web applications to scale complex legal work for lawyers.,"Collaboration, Document Management, Document Preparation, Knowledge Management, Legal, Legal Tech, SaaS, Software","Women Founded, Women Led","Atlanta, Georgia, United States, North America",www.ailegal.com/,,"$600,000",Seed,1,—,—
Seed Round - Flueid,Seed,Seed,"$3,500,000","Apr 27, 2020",Flueid,Flueid is a real estate tech company that provides data and insights for real estate workflows.,"Enterprise Software, FinTech, InsurTech, Real Estate, Software",—,"Austin, Texas, United States, North America",www.flueid.com,,"$49,100,000",Early Stage Venture,7,Aquiline Technology Growth,1
Seed Round - VRC,Seed,Seed,"$262,800","Apr 1, 2020",VRC,VRC is a full-service global valuation company offering independent valuations and advisory services for financial and tax.,"Finance, Financial Services, Professional Services",—,"Milwaukee, Wisconsin, United States, North America",www.valuationresearch.com,,"$27,583,752",—,4,—,—
Pre Seed Round - Ember Fund,Pre-Seed,Seed,"$690,000","Mar 31, 2020",Ember Fund,Ember Fund is a mobile hedge fund app that is used to invest in thematic crypto portfolios in just a few taps.,"Blockchain, Cryptocurrency, FinTech, Internet",—,"Los Angeles, California, United States, North America",www.emberfund.io/,,"$12,690,000",—,3,—,1
Seed Round - NUMI,Seed,Seed,"$150,000","Mar 17, 2020",NUMI,Your startup's design department,"Freelance, Internet, Product Design, Software Engineering",—,"New York, New York, United States, North America",www.numi.tech/,,"$150,000",Seed,1,Y Combinator,1
Pre Seed Round - HyPoint,Pre-Seed,Seed,"$650,000","May 1, 2020",HyPoint,HyPoint is a provider of a hydrogen fuel cell system for air transportation market.,"Aerospace, Air Transportation, Clean Energy, Electric Vehicle, Fuel Cell",—,"Menlo Park, California, United States, North America",hypoint.com,,"$5,290,000",M&A,14,—,—
Seed Round - Televisit,Seed,Seed,"$100,000","May 1, 2020",Televisit,Telehealth Platform,"Health Care, Medical","Women Founded, Women Led","New York, New York, United States, North America",,,"$860,000",Early Stage Venture,3,—,—
Seed Round - Tomorrow Health,Seed,Seed,"$7,500,000","Apr 28, 2020",Tomorrow Health,Tomorrow Health is a technology-driven home healthcare company that provides on the way home-based care.,"Health Care, Health Diagnostics, Personal Health",—,"New York, New York, United States, North America",home.tomorrowhealth.com,,"$92,500,000",Early Stage Venture,3,Andreessen Horowitz,4
Seed Round - Learn In,Seed,Seed,"$3,500,000","Apr 16, 2020",Learn In,Learn In is an upskilling-as-a-service platform that connects employers and learners.,"E-Learning, EdTech, Education, Training",—,"San Francisco, California, United States, North America",www.learnin.com,,"$23,500,000",M&A,3,Album VC,4
Pre Seed Round - SkyFort,Pre-Seed,Seed,"$375,000","Apr 1, 2020",SkyFort,Enterprise-grade cybersecurity in just a tap.,"Cloud Infrastructure, Cyber Security, IaaS, Privacy, Software",—,"Santa Monica, California, United States, North America",skyfort.io,,"$375,000",Seed,2,—,—
Pre Seed Round - Bandwango,Pre-Seed,Seed,"$345,000","Mar 24, 2020",Bandwango,Bandwango's SaaS solution connects communities to local businesses - enabling e-commerce and driving more customers,"E-Commerce, Marketing, SaaS, Software, Ticketing, Travel",—,"Salt Lake City, Utah, United States, North America",bandwango.com/,,"$8,249,791",—,5,Scott Nussbaum,1
Seed Round - RevWork,Seed,Seed,"$1,750,000","Apr 23, 2020",RevWork,Corporate Learning Ed Tech SaaS platform. Harnessing AI and behavior change science to disrupt learning and workplace development needs.,"Artificial Intelligence, B2B, E-Learning, EdTech, Machine Learning, SaaS, Software, Training","Women Founded, Women Led","San Diego, California, United States, North America",www.revwork.ai,,"$1,750,000",Seed,1,—,—
Seed Round - Nymbl Science,Seed,Seed,"$400,000","May 11, 2020",Nymbl Science,Nymbl Science develops a physical and cognitive training application to facilitate fall reduction.,"Fitness, Health Care, Software, Wellness",Women Founded,"Denver, Colorado, United States, North America",nymblscience.com,,"$19,765,000",—,10,—,4
Seed Round - Careerist,Seed,Seed,"$165,000","May 8, 2020",Careerist,Careerist is a learning platform that trains job seekers and automates their job applications,"Career Planning, E-Learning, EdTech, Education, Information Technology, Software",—,"Miami, Florida, United States, North America",www.careerist.com,,"$9,415,000",Early Stage Venture,5,—,—
Seed Round - Gooddler,Seed,Seed,"$225,000","Apr 1, 2020",Gooddler,GOODdler - connecting local needs with local resources,"Small and Medium Businesses, Social Entrepreneurship",Women Founded,"San Francisco, California, United States, North America",gooddler.com/,,"$380,000",Seed,3,National Institutes of Health,1
Seed Round - Sym,Seed,Seed,"$3,000,000","Apr 1, 2020",Sym,Sym is a security workflow platform that solves the intent-to-execution gap between policies and workflows.,"Compliance, Developer Tools, SaaS, Security",—,"San Francisco, California, United States, North America",www.symops.io,,"$12,000,000",Early Stage Venture,2,Andy McLoughlin,5
Pre Seed Round - Embry Tech,Pre-Seed,Seed,"$215,000","Apr 17, 2020",Embry Tech,Embry Tech helps consumer brands unlock new verticals in wellness market through a patent-pending platform that includes wearable sensors.,"Lifestyle, Wearables, Wellness",Women Founded,"Glendale, California, United States, North America",embry.tech,,"$1,000,000",Seed,4,—,2
Seed Round - Terusama,Seed,Seed,"$150,000","Mar 16, 2020",Terusama,"Terusama is a virtual logistics coordinator that offers self-service dock scheduling, digital driver check-in, and automated workflows.","Autonomous Vehicles, Information Technology, Internet, Logistics, Operating Systems, SaaS, Software, Transportation, Warehousing",—,"San Francisco, California, United States, North America",terusama.com,,"$150,000",Seed,1,—,1
Seed Round - Pyros Pharmaceuticals,Seed,Seed,"$430,000","Mar 31, 2020",Pyros Pharmaceuticals,Pyros Pharmaceuticals is a generic drug company dedicated to developing and commercializing low-cost generics.,"Biotechnology, Health Care, Medical, Pharmaceutical",—,"New York, New York, United States, North America",pyrospharma.com/,,"$880,000",Seed,2,—,—
Pre Seed Round - Polygon,Pre-Seed,Seed,"$630,000","Apr 15, 2020",Polygon,"Polygon is a new kind of psychology practice that provides remote diagnostics for dyslexia, ADHD, and other learning differences.","Health Care, Health Diagnostics, Psychology",—,"Santa Monica, California, United States, North America",hellopolygon.com,,"$4,230,000",Seed,2,Pear VC,5
Seed Round - BullFrog AI,Seed,Seed,"$200,000","Apr 7, 2020",BullFrog AI,BullFrog AI is a developer of an artificial intelligence platform intended to help companies in clinical development.,"Artificial Intelligence, Pharmaceutical",—,"Boyds, Maryland, United States, North America",www.bullfrogai.com,,"$1,066,000",IPO,2,TEDCO,1
Pre Seed Round - Intellecy Inc,Pre-Seed,Seed,"$150,000","Apr 15, 2020",Intellecy Inc,Intellecy: smart water system empowers homeowners and building managers to control their water in realtime and protect against leak damage,"Asset Management, Building Maintenance, Commercial, Consumer Electronics, Green Building, Green Consumer Goods, Smart Home",—,"San Diego, California, United States, North America",www.intellecy.com,,"$150,000",Seed,2,—,—
Pre Seed Round - Bitewell,Pre-Seed,Seed,"$200,000","May 1, 2020",Bitewell,"Bitewell develops a shoppable, personalized meal-planning tool.","Food and Beverage, Health Care, Mobile Apps","Women Founded, Women Led","Chicago, Illinois, United States, North America",bitewell.com/,,"$4,200,000",Seed,4,Antler,2
Seed Round - Equilibria,Seed,Seed,"$2,000,000","Apr 27, 2020",Equilibria,"Equilibria sells CBD gels, oils and creams specifically for women.","E-Commerce, Health Care, Wellness",—,"Chicago, Illinois, United States, North America",myeq.com,,"$2,000,000",Seed,2,Salveo Capital,2
Seed Round - Datum Technologies,Seed,Seed,"$950,000","May 4, 2020",Datum Technologies,Datum Technologies is an IT company leveraging digital signals for mobile marketing.,"Big Data, Information Technology, Marketing, Mobile","Women Founded, Women Led","Austin, Texas, United States, North America",datumxy.com,,"$950,000",Seed,1,Quansight Initiate,1
Seed Round - yearend.,Seed,Seed,"$1,500,000","Mar 16, 2020",yearend.,YearEnd is software that helps startup employees to optimize their equity and taxes in real-time.,"Accounting, Financial Services, FinTech, SaaS, Software",—,"San Francisco, California, United States, North America",yearend.com/,,"$1,500,000",M&A,3,—,6
Pre Seed Round - The Round,Pre-Seed,Seed,"$550,000","May 1, 2020",The Round,The Round is a dating application that helps to find friends within the community.,"Dating, Mobile, Mobile Apps, Social Network, Software",—,"Austin, Texas, United States, North America",www.jointheround.com,,"$550,000",Seed,1,Don Donovan,5
Seed Round - Emerge 180,Seed,Seed,"$150,000","Apr 27, 2020",Emerge 180,Emerge180 was born out of the ideal that small business is the driving force behind the US economy.,Financial Services,—,"Tampa, Florida, United States, North America",emerge180.com/,,"$150,000",Seed,1,—,—
Seed Round - Immersed Games,Seed,Seed,"$120,000","Apr 1, 2020",Immersed Games,"Creating a video game as a platform for deep, empowering learning experiences.","E-Learning, EdTech, Education, Secondary Education, Video Games","Hispanic / Latine Founded, Women Founded, Women Led","Buffalo, New York, United States, North America",www.tytoonline.com/,,"$2,864,462",Seed,8,—,2
Pre Seed Round - Trove,Pre-Seed,Seed,"$150,000","Mar 16, 2020",Trove,Chrome extension that allows you to annotate the internet.,"Browser Extensions, Social, Software",—,"San Francisco, California, United States, North America",www.trove.so/,,"$150,000",Seed,2,Y Combinator,1
Seed Round - Character Biosciences,Seed,Seed,"$6,000,000","Apr 1, 2020",Character Biosciences,Biopharmaceutical research and development company,"Biotechnology, Clinical Trials, Health Care, Health Diagnostics, Pharmaceutical",—,"Jersey City, New Jersey, United States, North America",characterbio.com,,"$27,000,000",Early Stage Venture,3,Lifeforce Capital,5
Pre Seed Round - Rhithm,Pre-Seed,Seed,"$200,000","Apr 29, 2020",Rhithm,"Rhithm is a wellness company currently serving K12 students, staff and administrators.","EdTech, Information Technology, Software",—,"Fort Worth, Texas, United States, North America",www.rhithm.app,,"$4,500,000",M&A,3,—,—
Seed Round - Petriss,Seed,Seed,"$550,000","May 8, 2020",Petriss,Petriss provides surgical instrument sterilization intelligence for hospital systems of all sizes.,"Health Care, Hospital, Medical, Medical Device",—,"Marietta, Georgia, United States, North America",petrissinc.com/,,"$4,950,000",—,2,—,—
Pre Seed Round - Dentulu,Pre-Seed,Seed,"$200,000","Mar 25, 2020",Dentulu,Dentulu is a provider of teledentistry and mobile dentistry solutions to existing non-profits around the world.,"Dental, Health Care, mHealth",—,"Los Angeles, California, United States, North America",www.dentulu.com,,"$2,700,250",Seed,12,Tribune View LLC,1
Seed Round - Ovation,Seed,Seed,"$200,000","Apr 2, 2020",Ovation,Ovation develops an actionable guest feedback platform to increase revenue for multi-unit restaurants.,"E-Commerce, Information Technology, Retail Technology, SaaS, Software",—,"Orem, Utah, United States, North America",www.ovationup.com,,"$3,350,000",Seed,6,—,1
Seed Round - TruBlu,Seed,Seed,"$1,265,000","May 2, 2020",TruBlu,TruBlu is a dental firm management that specializes in dental health and medicine.,"Dental, Health Care",—,"Charlotte, North Carolina, United States, North America",trubludental.com/,,"$1,265,000",Seed,1,—,—
Pre Seed Round - Unreal Fields,Pre-Seed,Seed,"$322,000","Apr 1, 2020",Unreal Fields,Unreal Fields is a post-rev DTC brand that has gained momentum in regions with high demand for luxury items,E-Commerce,—,"Dallas, Texas, United States, North America",unrealfields.com/,,"$322,000",Seed,2,—,—
Seed Round - Comet,Seed,Seed,"$4,500,000","Apr 22, 2020",Comet,"Comet allows data scientists to automatically track their datasets, code changes, experimentation history, and production models.","Artificial Intelligence, Developer Tools, Machine Learning, Software",—,"New York, New York, United States, North America",www.comet.com,,"$69,800,000",Early Stage Venture,5,—,3
Seed Round - Concertio,Seed,Seed,"$4,200,000","Apr 2, 2020",Concertio,Concertio is a premier provider of AI-powered performance optimization tools for the hardware and software markets.,"Artificial Intelligence, Big Data, Computer, Information Technology, Machine Learning, Software",—,"New York, New York, United States, North America",concertio.com,,"$4,200,000",M&A,4,Differential Ventures,11
Seed Round - Khepra,Seed,Seed,"$250,000","May 6, 2020",Khepra,Khepra uses proprietary technology and excess renewable electricity to break down plastics and agricultural waste.,"Consumer Electronics, Electronics, Energy, Fuel, Renewable Energy","Women Founded, Women Led","San Francisco, California, United States, North America",www.khepra.io,,"$250,000",Seed,4,—,2
Pre Seed Round - Trkr,Pre-Seed,Seed,"$20,000","Mar 25, 2020",Trkr,Trkr is a SaaS platform targeting the education market through both direct student sales as well as school and classroom partnerships,"Database, EdTech, Education, SaaS, Software",—,"Austin, Texas, United States, North America",www.trkrcenter.com,,"$20,000",Seed,1,—,—
Seed Round - PostEra,Seed,Seed,"$2,300,000","Mar 30, 2020",PostEra,PostEra is a biotech company using its advances in machine learning for medicinal chemistry to get more cures to patients,"Artificial Intelligence, Biotechnology, Machine Learning, Pharmaceutical, Therapeutics",—,"Boston, Massachusetts, United States, North America",postera.ai,,"$26,450,000",Early Stage Venture,4,—,2
Seed Round - 6nomads,Seed,Seed,"$200,000","Apr 3, 2020",6nomads,6nomads is a recruiting and technical assessment platform for remote tech companies.,"Human Resources, Product Design, Recruiting, Software",—,"Los Angeles, California, United States, North America",6nomads.com,,"$200,000",Seed,1,ExpoCapital,2
Seed Round - Jamiphy,Seed,Seed,"$150,000","Mar 16, 2020",Jamiphy,"Jamiphy is a music video application for people to post their own short, live-music videos.","Apps, Music, Social Media",—,"San Francisco, California, United States, North America",jamiphy.com/,,"$150,000",Seed,1,Y Combinator,1
Pre Seed Round - BALA Footwear,Pre-Seed,Seed,"$675,000","Apr 1, 2020",BALA Footwear,BALA Footwear isa pemium Footwear Designed for Nurses.,Consumer Goods,Women Founded,"Portland, Oregon, United States, North America",www.wearebala.com,,"$2,575,000",M&A,3,—,—
Pre Seed Round - Zelos Gaming,Pre-Seed,Seed,"$300,000","Mar 16, 2020",Zelos Gaming,Zelos is a cross-game rewards program that enables gamers to earn points by completing in-game tasks and redeem virtual prizes.,"Gaming, Online Games, Video Games",—,"Los Angeles, California, United States, North America",zelos.gg,,"$300,000",Seed,2,—,2
Seed Round - Pavilion,Seed,Seed,"$2,400,000","May 6, 2020",Pavilion,Pavilion is a marketplace for the $2T state and local procurement sector.,"Government, Information Services, Information Technology, Marketplace, Procurement","Women Founded, Women Led","San Francisco, California, United States, North America",www.withpavilion.com,,"$26,000,000",Early Stage Venture,4,Neo,2
Seed Round - Cerebro Capital,Seed,Seed,"$5,268,000","Apr 17, 2020",Cerebro Capital,Cerebro Capital is an online platform to source and manage corporate credit facilities.,"Finance, Financial Services, FinTech",—,"Baltimore, Maryland, United States, North America",cerebrocapital.com/,,"$11,869,100",—,4,Ulu Ventures,6
Pre Seed Round - Stateoftheart AI,Pre-Seed,Seed,"$170,000","May 1, 2020",Stateoftheart AI,An open-data and free platform that maps the evolution and frontier of AI to facilitate its collaborative development.,Artificial Intelligence,—,"Boston, Massachusetts, United States, North America",www.stateoftheart.ai/,,"$170,000",Seed,1,—,—
Pre Seed Round - Beetexting,Pre-Seed,Seed,"$50,580","May 1, 2020",Beetexting,Beetexting is a full-featured texting app for sales and service teams to text with your customers.,"SaaS, SMS, Software, Telecommunications",South Asian Founded,"Bloomington, Indiana, United States, North America",beetexting.com/,,"$656,323",Seed,4,—,—
Seed Round - Zenarmor,Seed,Seed,"$600,000","Apr 6, 2020",Zenarmor,Zenarmor is an emerging SASE provider delivering Enterprise Network Security to any place where there is network access.,"Cloud Security, Cyber Security, Intrusion Detection, Network Security, Security, Software",—,"Cupertino, California, United States, North America",www.zenarmor.com,,"$1,724,999",Seed,4,—,—
Pre Seed Round - Barpay,Pre-Seed,Seed,"$300,000","Apr 15, 2020",Barpay,Barpay is a developer of a mobile application used to order and pay for hard drinks.,"Apps, Food and Beverage, Software",—,"Manhattan Beach, California, United States, North America",www.barpay.com,,"$755,000",Seed,4,LogicBoost Labs,1
Seed Round - Budding Beats Magazine,Seed,Seed,"₹15,000,000","May 4, 2020",Budding Beats Magazine,A USA based Business Magazine Focuses on People who takes responsibility for their personal development in different sectors of life,"Media and Entertainment, News",Women Founded,"California, Maryland, United States, North America",buddingbeats.com,,"₹25,000,000",Seed,2,Tarun Poddar,1
Seed Round - ProFindible,Seed,Seed,"$25,000","Mar 30, 2020",ProFindible,The World's Largest Marketplace to find Industry expert Tax & Accounting Professionals.,"Financial Services, Marketplace",—,"Milford, Michigan, United States, North America",profindible.com/,,"$25,000",Seed,1,Crysta Tyus,1
Seed Round - Zap Solutions,Seed,Seed,"$3,500,000","Apr 1, 2020",Zap Solutions,"Zap, the crypto wallet which allows users to purchase Bitcoin instantly via the Lightning Network.","Bitcoin, Cryptocurrency, Information Technology, Internet",—,"Chicago, Illinois, United States, North America",www.zaphq.io,,"$18,404,901",—,2,—,1
Seed Round - Global Belly,Seed,Seed,"$750,000","Apr 1, 2020",Global Belly,Global Belly the first influencer and content driven marketplace where consumers can shop for their favorite food products.,"Consumer, E-Commerce, Food and Beverage, Marketplace, Social Shopping","Women Founded, Women Led","San Francisco, California, United States, North America",globalbelly.com/,,"$1,050,000",Seed,4,—,6
Seed Round - SwifTAG Systems,Seed,Seed,"$50,000","Apr 15, 2020",SwifTAG Systems,SwifTAG Systems concepts and products were conceived by active researchers in the medical field.,Medical,—,"Morgantown, West Virginia, United States, North America",www.swiftagsystems.com,,"$100,000",Seed,3,Innovation Works,1
Seed Round - Norm,Seed,Seed,"$50,000","Apr 7, 2020",Norm,Norm provides powers for the devices with and without wire.,"Furniture, Information Technology, Product Design",—,"San Francisco, California, United States, North America",norm.store,,"$50,000",Seed,1,Ukrainian Startup Fund,1
Seed Round - UPJAUNT,Seed,Seed,"$55,000","Apr 24, 2020",UPJAUNT,"Travelers, professionals and businesses discover and connect around mutual interests and stories.","Artificial Intelligence, Location Based Services, Mobile Apps, Photo Sharing, Social Network, Social Shopping, Travel",—,"New York, New York, United States, North America",www.upjaunt.com/,,"$523,000",Seed,3,—,2
Pre Seed Round - Lifeworks Advisors,Pre-Seed,Seed,"$1,250,000","May 1, 2020",Lifeworks Advisors,"Lifeworks advisor provides tools and templates to support a scalable, fee-based, subscription model for financial planning.","Digital Marketing, Financial Services, FinTech, Wealth Management",—,"Grand Rapids, Michigan, United States, North America",lifeworksadvisors.com,,"$7,550,000",—,3,—,—
Seed Round - Rheaply,Seed,Seed,"$2,500,000","Mar 17, 2020",Rheaply,Rheaply provides a platform that enables organizations to exchange materials and resources effectively.,"Enterprise Software, Recycling, Sharing Economy, Software, Sustainability","Black / African American Founded, Black / African American Led","Chicago, Illinois, United States, North America",www.rheaply.com,,"$32,800,000",—,8,Hyde Park Angels,6
Seed Round - eResonate Media,Seed,Seed,"$1,000,000","Apr 6, 2020",eResonate Media,"The Next Generation Social Media Network - Live-streaming Professional Content, News & Entertainment","Advertising, Media and Entertainment, Music, Social Network, Video Streaming",—,"Newport Beach, California, United States, North America",eresonate.com,,"$2,000,000",Seed,2,—,—
